Alter;Geschlecht;Einkommen;Internet_Affinit‰t;Dating_App;Partnersuche;Wohngegend
39;w;154434;9;no;yes;Dorf
39;w;175443;10;no;yes;Land
41;w;144817;9;no;no;Dorf
39;w;179933;10;no;yes;Dorf
39;w;124612;9;no;yes;Dorf
40;w;129651;9;no;yes;Dorf
40;w;160359;9;no;yes;Land
40;w;146511;9;no;yes;Groﬂstadt
40;w;141159;10;yes;yes;Dorf
40;w;156058;8;no;yes;Dorf
39;w;137461;10;no;yes;Kleinstadt
39;w;131373;9;no;no;Dorf
40;m;174216;9;no;yes;Vorstadt
39;w;171473;9;yes;yes;Dorf
41;w;155486;10;yes;yes;Dorf
39;w;111265;9;no;yes;Dorf
40;w;153558;10;no;yes;Dorf
40;w;157637;9;yes;yes;Dorf
39;w;136883;9;no;yes;Dorf
42;w;156344;10;no;yes;Dorf
40;w;167860;9;no;yes;Land
39;w;146812;9;no;no;Dorf
40;w;86506;8;no;yes;Dorf
40;m;172629;9;no;yes;Dorf
38;w;145649;9;no;yes;Kleinstadt
39;w;143979;9;no;yes;Dorf
39;w;172640;9;no;yes;Dorf
39;w;158088;9;no;yes;Kleinstadt
41;w;190102;9;no;yes;Dorf
39;w;121354;10;no;yes;Dorf
42;w;168313;10;no;yes;Kleinstadt
40;w;159339;10;no;yes;Dorf
39;m;191866;10;no;yes;Dorf
39;w;157694;9;no;yes;Dorf
41;w;138641;10;no;no;Dorf
40;w;167324;9;no;yes;Dorf
41;w;160465;9;no;yes;Land
40;w;152597;9;no;yes;Dorf
39;w;177665;9;no;yes;Dorf
41;w;139899;9;no;yes;Vorstadt
39;w;113403;9;no;yes;Dorf
39;w;112664;10;no;no;Dorf
41;w;141302;9;no;yes;Dorf
39;w;132934;9;no;yes;Vorstadt
40;w;185496;9;no;yes;Dorf
40;w;172918;9;no;yes;Dorf
40;w;166297;9;no;no;Land
39;w;149049;10;no;yes;Dorf
40;w;176127;9;no;no;Dorf
42;w;132332;10;no;yes;Dorf
38;w;152647;9;no;yes;Dorf
41;w;142509;9;yes;yes;Dorf
40;w;174514;9;no;yes;Dorf
40;m;151386;9;no;no;Dorf
40;w;124482;9;no;yes;Dorf
41;m;122699;9;no;yes;Dorf
40;w;156259;9;no;no;Groﬂstadt
38;w;120196;9;no;yes;Dorf
39;w;122991;9;no;yes;Dorf
41;w;182448;9;no;yes;Dorf
39;w;151909;9;no;yes;Dorf
40;w;151831;9;no;yes;Dorf
39;w;143481;8;no;yes;Kleinstadt
41;w;137599;9;no;yes;Dorf
41;w;126109;9;no;yes;Dorf
40;m;166510;9;no;yes;Dorf
39;w;157935;9;yes;yes;Dorf
40;w;108566;8;no;yes;Dorf
39;w;135443;9;no;yes;Land
40;w;151381;9;no;yes;Dorf
41;w;165044;9;no;yes;Dorf
41;w;147963;9;no;yes;Dorf
40;m;121653;9;no;yes;Kleinstadt
39;w;168365;9;no;yes;Dorf
40;w;156374;9;no;no;Dorf
39;w;163492;9;no;yes;Vorstadt
39;w;124121;9;no;yes;Dorf
40;m;144378;9;no;yes;Dorf
40;w;149289;9;no;yes;Dorf
41;w;158138;8;no;yes;Dorf
40;m;131744;9;yes;yes;Dorf
39;w;114810;9;no;no;Dorf
39;m;151067;9;no;yes;Dorf
42;w;168073;9;yes;yes;Dorf
40;w;133920;8;no;yes;Dorf
41;w;166580;9;no;yes;Dorf
40;w;123151;9;no;yes;Dorf
41;w;194638;9;no;no;Dorf
41;m;123012;9;no;yes;Dorf
40;w;147483;9;no;yes;Dorf
40;w;136320;9;no;yes;Kleinstadt
41;w;166971;9;no;yes;Dorf
42;w;134371;10;no;yes;Dorf
41;w;170716;9;yes;yes;Dorf
40;w;159330;9;yes;yes;Dorf
40;w;108283;10;no;yes;Kleinstadt
41;w;133778;8;no;yes;Land
39;w;145884;9;no;yes;Kleinstadt
40;w;137035;9;no;no;Dorf
40;m;150512;10;no;yes;Dorf
41;w;118121;8;no;yes;Dorf
41;w;153337;9;no;yes;Dorf
39;w;160463;9;no;yes;Dorf
38;w;172997;9;no;yes;Dorf
39;w;191271;9;no;yes;Dorf
40;w;147272;9;no;yes;Dorf
42;w;170729;9;no;yes;Dorf
41;w;157823;10;no;yes;Dorf
40;w;142394;9;yes;no;Dorf
39;w;111403;9;no;yes;Kleinstadt
41;w;172437;9;no;yes;Dorf
41;m;126861;9;no;yes;Dorf
40;w;141091;9;no;yes;Dorf
43;w;152250;8;no;yes;Dorf
40;w;129800;9;no;yes;Dorf
39;w;117595;9;no;yes;Dorf
39;w;184251;9;no;yes;Dorf
39;w;128194;10;no;yes;Dorf
39;w;141299;9;no;yes;Dorf
40;w;152732;9;no;yes;Dorf
39;w;166697;9;yes;no;Dorf
40;w;151926;8;no;yes;Dorf
41;w;134435;9;no;yes;Land
40;w;137289;10;no;yes;Groﬂstadt
41;w;156398;9;no;yes;Dorf
38;m;137948;8;no;yes;Dorf
40;w;121669;9;no;yes;Dorf
42;w;126881;9;no;yes;Groﬂstadt
38;w;146438;9;no;yes;Dorf
38;w;148474;9;no;yes;Vorstadt
39;w;153659;9;no;yes;Dorf
41;w;155121;9;no;yes;Dorf
41;w;138451;9;no;yes;Dorf
39;w;158793;9;no;yes;Dorf
38;m;141982;10;yes;yes;Dorf
40;m;134551;8;no;yes;Dorf
39;w;143092;10;no;yes;Dorf
38;m;143330;9;no;yes;Dorf
38;w;132348;9;no;yes;Land
40;w;157134;8;no;yes;Dorf
38;w;130783;9;no;yes;Dorf
39;w;159981;9;no;yes;Dorf
42;w;165628;8;no;no;Dorf
39;w;142056;9;no;no;Dorf
41;m;136764;9;no;yes;Land
39;w;119804;9;no;yes;Dorf
40;w;127664;9;no;yes;Kleinstadt
40;w;140781;9;no;yes;Dorf
40;w;147877;9;no;yes;Dorf
39;w;163469;9;no;yes;Dorf
40;w;121796;9;no;yes;Dorf
41;w;170874;10;no;yes;Dorf
41;w;158144;8;no;yes;Dorf
40;w;164778;10;no;yes;Land
40;w;171097;9;no;no;Dorf
40;w;143704;9;no;no;Dorf
42;w;166291;9;no;yes;Dorf
42;w;152773;9;no;yes;Kleinstadt
40;w;159949;8;yes;yes;Dorf
41;w;173413;9;no;yes;Kleinstadt
41;w;152853;9;no;yes;Dorf
40;w;206072;8;no;yes;Dorf
40;w;136015;8;no;yes;Dorf
40;m;156105;9;yes;yes;Dorf
40;w;124713;8;no;yes;Dorf
40;w;112296;10;no;yes;Kleinstadt
39;w;130516;9;no;yes;Dorf
41;w;163634;9;no;yes;Dorf
40;w;148107;9;no;yes;Dorf
40;w;147627;9;no;yes;Dorf
38;w;145990;9;no;yes;Dorf
39;w;106487;10;no;yes;Dorf
40;w;166435;9;yes;yes;Dorf
40;w;140455;10;no;yes;Vorstadt
40;w;139995;8;no;yes;Dorf
40;w;146721;8;no;yes;Dorf
40;w;144027;9;no;no;Dorf
39;w;156901;8;no;no;Dorf
38;w;154337;9;yes;yes;Dorf
40;w;196035;8;no;yes;Dorf
40;w;164132;9;no;yes;Dorf
40;w;187436;9;no;yes;Dorf
39;w;127836;8;no;yes;Dorf
39;m;98761;9;no;yes;Dorf
40;w;131996;9;no;yes;Dorf
40;w;139204;9;no;yes;Dorf
39;w;153609;10;no;yes;Dorf
39;w;147944;9;no;yes;Dorf
39;w;150303;9;no;yes;Dorf
41;w;162770;9;no;no;Dorf
38;w;120288;9;no;yes;Dorf
39;w;122766;9;no;yes;Dorf
39;w;172974;9;yes;yes;Dorf
39;w;148842;9;no;yes;Dorf
41;w;132615;8;no;yes;Land
39;w;138398;9;no;yes;Dorf
39;w;124560;9;yes;yes;Dorf
39;w;120242;8;no;yes;Dorf
41;w;169929;9;no;yes;Dorf
38;w;179642;10;no;no;Dorf
40;w;162878;9;no;yes;Kleinstadt
39;w;110552;9;no;yes;Dorf
42;w;140918;9;yes;yes;Dorf
38;m;153671;8;no;yes;Dorf
41;m;128623;10;yes;yes;Dorf
38;w;182935;9;no;yes;Dorf
40;w;144848;9;no;yes;Dorf
39;w;137885;9;no;yes;Dorf
40;w;162921;9;no;yes;Dorf
40;w;178791;9;no;yes;Land
42;w;138512;9;no;yes;Dorf
40;m;142251;9;no;yes;Groﬂstadt
40;w;150541;9;yes;yes;Vorstadt
40;w;113591;9;no;yes;Dorf
41;w;136000;8;no;yes;Dorf
40;w;161753;9;yes;yes;Dorf
41;m;168476;9;no;yes;Dorf
39;w;157377;10;no;no;Dorf
43;w;134822;9;no;yes;Dorf
40;w;142136;9;no;yes;Dorf
41;w;134487;9;no;yes;Groﬂstadt
39;w;151587;10;no;yes;Land
40;w;150545;9;no;yes;Land
38;w;158337;10;no;no;Dorf
41;w;108481;9;no;yes;Dorf
39;w;162879;10;no;yes;Land
40;w;191468;10;no;yes;Land
39;w;161566;9;no;yes;Dorf
39;w;168606;9;no;yes;Dorf
40;w;118194;9;no;yes;Dorf
39;w;144360;10;no;yes;Land
41;w;194203;10;no;yes;Dorf
40;w;170025;9;no;yes;Dorf
40;w;157534;9;no;yes;Dorf
40;w;165675;9;no;yes;Dorf
40;w;158921;9;no;no;Dorf
41;w;133600;9;no;yes;Dorf
39;w;157268;8;no;yes;Land
40;w;146688;9;no;yes;Dorf
41;w;148184;9;no;yes;Dorf
40;w;146593;9;no;yes;Dorf
40;w;150348;9;no;yes;Dorf
41;w;143769;9;yes;yes;Dorf
40;m;174323;9;no;yes;Dorf
41;w;124900;9;no;yes;Dorf
39;m;130561;8;no;yes;Dorf
38;w;127803;8;no;yes;Dorf
41;m;168882;10;no;yes;Dorf
40;w;148470;10;yes;yes;Dorf
37;w;132622;9;no;yes;Dorf
41;w;129086;9;no;yes;Dorf
38;w;146955;9;no;no;Dorf
40;w;152815;9;no;yes;Land
37;w;167897;10;no;no;Dorf
40;w;164515;9;no;yes;Dorf
42;w;130591;9;no;yes;Dorf
40;w;202642;9;no;yes;Land
40;w;136554;9;no;yes;Dorf
40;w;128246;9;no;no;Dorf
39;w;143997;8;no;no;Dorf
43;w;131455;8;no;yes;Dorf
39;w;128267;9;no;no;Dorf
38;w;126101;10;no;yes;Dorf
41;w;166775;10;no;yes;Kleinstadt
40;w;171329;9;no;yes;Dorf
38;m;171024;10;no;yes;Dorf
41;w;120345;9;no;yes;Dorf
39;w;173563;9;no;yes;Dorf
41;w;186526;10;no;yes;Dorf
40;w;168725;9;no;yes;Dorf
39;w;159052;9;no;yes;Dorf
40;w;143747;9;no;yes;Land
40;m;135110;9;no;yes;Dorf
40;w;151679;9;no;yes;Dorf
40;w;175816;10;no;yes;Dorf
41;w;99010;10;no;no;Dorf
38;w;164972;9;no;yes;Dorf
39;w;155526;9;no;yes;Dorf
22;m;17083;11;no;yes;Groﬂstadt
22;m;15008;11;no;yes;Groﬂstadt
20;m;22164;11;no;yes;Groﬂstadt
24;m;15809;11;no;yes;Groﬂstadt
21;m;11652;11;no;yes;Groﬂstadt
21;w;21192;11;no;yes;Groﬂstadt
22;w;13118;11;no;yes;Kleinstadt
22;m;10345;11;no;yes;Vorstadt
23;m;15773;11;no;yes;Kleinstadt
22;m;14484;11;no;yes;Groﬂstadt
22;m;20230;11;no;yes;Groﬂstadt
22;m;12517;11;no;yes;Vorstadt
23;m;21489;11;no;yes;Groﬂstadt
21;m;5107;11;no;yes;Groﬂstadt
22;w;13520;11;no;yes;Groﬂstadt
23;m;19748;11;no;yes;Groﬂstadt
23;m;13120;11;yes;yes;Kleinstadt
22;m;7717;11;no;yes;Groﬂstadt
20;m;20840;11;no;yes;Groﬂstadt
22;m;24201;11;no;yes;Groﬂstadt
22;m;10611;11;no;yes;Groﬂstadt
21;w;26633;11;yes;no;Groﬂstadt
21;w;19177;11;yes;no;Groﬂstadt
22;m;10509;11;no;yes;Groﬂstadt
21;m;16073;11;no;yes;Groﬂstadt
21;m;3203;11;no;yes;Kleinstadt
22;m;4247;11;no;no;Groﬂstadt
22;m;38920;11;no;yes;Groﬂstadt
21;m;8820;11;no;yes;Groﬂstadt
20;m;17238;11;no;yes;Groﬂstadt
22;m;28470;11;no;no;Groﬂstadt
22;m;29920;11;no;yes;Groﬂstadt
23;m;10499;11;no;yes;Groﬂstadt
21;m;33777;11;no;yes;Groﬂstadt
23;w;9672;11;no;yes;Groﬂstadt
23;m;11341;11;no;yes;Groﬂstadt
23;m;21695;11;no;no;Groﬂstadt
23;m;24582;11;no;yes;Kleinstadt
21;m;28578;11;no;yes;Vorstadt
24;m;34712;11;no;yes;Groﬂstadt
22;m;22808;11;no;yes;Groﬂstadt
22;m;27883;11;no;yes;Groﬂstadt
22;m;20337;11;no;yes;Groﬂstadt
22;m;25168;11;no;yes;Vorstadt
20;m;26536;11;no;yes;Groﬂstadt
22;m;28268;11;no;yes;Groﬂstadt
24;m;36370;11;yes;yes;Land
20;m;3013;11;no;yes;Groﬂstadt
24;m;13364;11;yes;no;Kleinstadt
23;m;18185;11;yes;yes;Groﬂstadt
21;m;10682;11;no;yes;Kleinstadt
24;w;17371;11;no;yes;Groﬂstadt
23;m;19739;11;yes;yes;Groﬂstadt
22;m;15998;11;no;no;Groﬂstadt
21;m;35051;11;no;yes;Kleinstadt
22;m;34054;11;yes;no;Land
21;m;17933;11;no;no;Groﬂstadt
21;m;12113;11;no;yes;Kleinstadt
22;m;24375;11;no;yes;Kleinstadt
22;m;10450;11;no;yes;Land
23;m;16038;11;no;yes;Groﬂstadt
23;m;15460;11;no;yes;Land
21;m;34025;11;no;yes;Vorstadt
22;m;16433;11;yes;yes;Groﬂstadt
22;m;25852;11;no;yes;Groﬂstadt
22;m;15364;11;no;yes;Land
22;m;33194;11;no;yes;Kleinstadt
22;m;28256;11;no;yes;Groﬂstadt
22;m;15701;11;yes;yes;Groﬂstadt
22;m;25042;11;no;yes;Groﬂstadt
23;w;38436;11;no;yes;Groﬂstadt
21;m;16278;11;yes;yes;Dorf
23;m;17142;11;no;no;Dorf
23;m;15652;11;no;yes;Groﬂstadt
22;m;20386;11;no;yes;Groﬂstadt
22;m;26224;11;no;yes;Groﬂstadt
22;m;12774;11;no;yes;Groﬂstadt
23;m;28805;11;no;yes;Groﬂstadt
26;w;18819;11;no;yes;Groﬂstadt
22;m;14191;11;yes;yes;Groﬂstadt
20;m;41634;11;no;yes;Land
23;m;2725;11;no;no;Groﬂstadt
21;m;20431;11;no;yes;Groﬂstadt
22;m;16908;11;no;yes;Groﬂstadt
21;m;9688;11;yes;yes;Groﬂstadt
22;m;31960;11;no;yes;Groﬂstadt
23;m;22717;11;no;yes;Groﬂstadt
20;m;23385;11;no;yes;Groﬂstadt
24;w;19195;11;no;yes;Land
21;m;4093;11;no;no;Kleinstadt
22;w;16653;11;no;yes;Kleinstadt
21;m;20025;11;no;yes;Groﬂstadt
21;m;15714;11;no;yes;Vorstadt
21;m;29331;11;no;yes;Groﬂstadt
21;m;23548;11;no;yes;Groﬂstadt
21;m;7363;11;no;yes;Groﬂstadt
23;m;20568;11;yes;yes;Land
23;m;33354;11;yes;yes;Groﬂstadt
22;w;16198;11;yes;yes;Groﬂstadt
21;m;26537;11;yes;yes;Groﬂstadt
22;m;21361;11;no;yes;Groﬂstadt
22;m;28945;11;no;yes;Groﬂstadt
20;m;23688;11;no;yes;Land
22;m;26693;11;yes;yes;Groﬂstadt
20;m;22758;11;no;yes;Land
21;w;30939;11;no;yes;Groﬂstadt
23;m;15119;11;no;yes;Groﬂstadt
23;m;26617;11;no;yes;Groﬂstadt
22;w;38163;11;no;yes;Groﬂstadt
22;m;2417;11;no;yes;Groﬂstadt
21;m;18533;11;yes;no;Groﬂstadt
21;m;7772;11;no;yes;Groﬂstadt
21;w;15035;11;no;yes;Land
22;m;20423;11;no;yes;Groﬂstadt
22;m;11819;11;no;no;Groﬂstadt
22;m;21756;11;no;yes;Groﬂstadt
22;m;36632;11;no;yes;Dorf
22;m;16561;11;yes;yes;Groﬂstadt
23;m;16205;11;no;yes;Groﬂstadt
24;m;3323;11;no;yes;Groﬂstadt
22;m;23935;11;no;yes;Groﬂstadt
22;m;16280;11;no;yes;Land
23;m;7848;11;no;yes;Groﬂstadt
23;m;26138;11;no;yes;Land
22;m;22427;11;no;yes;Groﬂstadt
22;m;17117;11;no;yes;Groﬂstadt
23;m;10659;11;no;no;Vorstadt
21;w;43781;11;no;yes;Vorstadt
24;m;12263;11;no;yes;Groﬂstadt
21;m;7132;11;no;yes;Groﬂstadt
22;m;29270;11;no;no;Groﬂstadt
22;m;21802;11;no;yes;Groﬂstadt
22;m;38037;11;no;yes;Groﬂstadt
23;m;12997;11;no;yes;Groﬂstadt
24;m;16936;11;no;yes;Groﬂstadt
22;m;19765;11;no;yes;Groﬂstadt
22;w;23142;11;no;yes;Groﬂstadt
22;m;22551;11;no;no;Groﬂstadt
22;m;27089;11;no;yes;Groﬂstadt
22;m;10089;11;no;yes;Groﬂstadt
22;m;36971;11;no;yes;Kleinstadt
22;m;16193;11;no;yes;Land
24;m;14810;11;no;yes;Groﬂstadt
23;m;8316;11;no;yes;Groﬂstadt
22;w;7481;11;no;yes;Groﬂstadt
24;m;963;11;no;yes;Vorstadt
22;m;22197;11;no;yes;Vorstadt
21;m;24137;11;no;yes;Groﬂstadt
23;m;22458;11;no;yes;Groﬂstadt
23;w;39950;11;no;yes;Groﬂstadt
25;m;14023;11;no;yes;Groﬂstadt
22;m;36096;11;no;yes;Groﬂstadt
21;m;42598;11;no;yes;Groﬂstadt
22;m;3861;11;no;yes;Groﬂstadt
22;m;19752;11;no;no;Vorstadt
21;m;660;11;no;no;Vorstadt
21;m;21079;11;no;yes;Groﬂstadt
23;m;25889;11;yes;yes;Land
22;m;30108;11;no;yes;Groﬂstadt
21;w;25266;11;no;no;Groﬂstadt
22;m;4433;11;no;yes;Groﬂstadt
22;w;32878;11;no;yes;Land
20;m;26658;11;no;yes;Groﬂstadt
22;m;26683;11;no;yes;Vorstadt
23;w;12388;11;yes;yes;Groﬂstadt
22;m;4702;11;no;yes;Groﬂstadt
23;m;11618;11;no;yes;Groﬂstadt
21;m;7432;11;no;yes;Groﬂstadt
23;m;9066;11;no;yes;Groﬂstadt
20;m;15506;11;no;yes;Groﬂstadt
24;m;23734;11;no;yes;Groﬂstadt
22;m;19388;11;no;yes;Kleinstadt
19;m;1436;11;no;yes;Groﬂstadt
22;m;35392;11;no;yes;Kleinstadt
23;m;19477;11;no;yes;Groﬂstadt
23;m;10876;11;no;yes;Vorstadt
22;w;16848;11;yes;yes;Groﬂstadt
20;m;29919;11;no;yes;Groﬂstadt
21;m;28872;11;yes;yes;Groﬂstadt
24;w;24320;11;no;yes;Vorstadt
20;m;32203;11;no;yes;Groﬂstadt
22;m;14918;11;no;yes;Groﬂstadt
21;m;13901;11;no;yes;Groﬂstadt
22;m;12062;11;no;yes;Groﬂstadt
22;m;31736;11;no;yes;Groﬂstadt
22;m;12210;11;no;yes;Vorstadt
22;m;5464;11;no;yes;Groﬂstadt
23;m;4560;11;no;yes;Groﬂstadt
23;m;7833;11;no;yes;Groﬂstadt
23;m;10217;11;no;yes;Groﬂstadt
22;m;10411;11;no;yes;Land
24;m;9222;11;no;yes;Groﬂstadt
22;m;19571;11;no;yes;Groﬂstadt
22;m;27382;11;no;yes;Dorf
20;m;23676;11;no;yes;Groﬂstadt
22;m;604;11;no;yes;Land
22;m;20572;11;no;yes;Groﬂstadt
21;w;24369;11;no;no;Groﬂstadt
22;m;38739;11;no;yes;Groﬂstadt
22;m;27049;11;no;yes;Groﬂstadt
21;m;12997;11;no;yes;Groﬂstadt
21;m;25390;11;no;yes;Land
22;m;25375;11;no;yes;Land
22;m;31829;11;no;yes;Groﬂstadt
22;m;16400;11;no;yes;Groﬂstadt
23;m;19374;11;no;yes;Groﬂstadt
21;m;8051;11;no;yes;Groﬂstadt
23;w;15380;11;no;yes;Groﬂstadt
21;m;3236;11;no;yes;Groﬂstadt
23;m;6959;11;no;yes;Groﬂstadt
23;m;14531;11;no;yes;Groﬂstadt
21;m;30040;11;no;yes;Dorf
21;m;1987;11;no;yes;Groﬂstadt
21;m;25299;11;no;yes;Groﬂstadt
22;w;29234;11;no;yes;Groﬂstadt
22;m;27997;11;no;yes;Groﬂstadt
24;m;44060;11;no;yes;Groﬂstadt
22;m;15970;11;no;yes;Kleinstadt
21;m;19700;11;no;yes;Groﬂstadt
22;m;32042;11;no;yes;Groﬂstadt
20;w;16420;11;no;yes;Groﬂstadt
22;m;6682;11;no;yes;Groﬂstadt
23;m;21934;11;no;yes;Groﬂstadt
22;m;26311;11;no;yes;Groﬂstadt
22;m;25634;11;no;yes;Kleinstadt
25;m;7745;11;no;yes;Land
22;m;4956;11;no;yes;Groﬂstadt
23;m;6574;11;no;yes;Groﬂstadt
22;m;46658;11;no;no;Groﬂstadt
22;m;28106;11;no;yes;Groﬂstadt
23;m;19880;11;no;yes;Groﬂstadt
22;m;16135;11;no;yes;Groﬂstadt
24;m;9751;11;yes;yes;Groﬂstadt
22;w;35510;11;no;yes;Groﬂstadt
21;m;3221;11;no;yes;Groﬂstadt
23;m;3319;11;no;yes;Vorstadt
21;m;15766;11;no;yes;Groﬂstadt
20;m;8279;11;yes;no;Groﬂstadt
21;m;31214;11;no;yes;Kleinstadt
23;m;5998;11;no;yes;Groﬂstadt
21;m;15376;11;no;yes;Groﬂstadt
23;m;14383;11;no;yes;Groﬂstadt
22;w;20986;11;no;yes;Kleinstadt
24;m;27429;11;no;yes;Groﬂstadt
22;m;5480;11;no;yes;Groﬂstadt
21;m;39335;11;no;yes;Groﬂstadt
24;m;28623;11;no;yes;Groﬂstadt
24;m;26150;11;no;yes;Groﬂstadt
23;m;18560;11;no;yes;Land
21;m;16191;11;no;yes;Groﬂstadt
20;m;45094;11;no;yes;Groﬂstadt
23;m;31791;11;no;yes;Groﬂstadt
22;m;7501;11;no;yes;Groﬂstadt
23;w;29961;11;no;yes;Vorstadt
22;m;20802;11;no;yes;Dorf
21;m;22242;11;no;yes;Groﬂstadt
23;m;29709;11;no;no;Groﬂstadt
23;m;21367;11;no;yes;Groﬂstadt
24;m;26856;11;no;yes;Kleinstadt
23;m;9472;11;yes;yes;Land
21;m;18633;11;no;yes;Groﬂstadt
20;m;24156;11;no;yes;Dorf
22;m;27152;11;no;yes;Groﬂstadt
21;m;25426;11;no;yes;Vorstadt
20;m;19123;11;no;no;Groﬂstadt
23;m;23329;11;no;yes;Groﬂstadt
24;m;25269;11;no;yes;Groﬂstadt
21;w;889;11;no;yes;Kleinstadt
20;m;13251;11;no;yes;Groﬂstadt
21;m;27132;11;no;yes;Groﬂstadt
21;m;17745;11;yes;yes;Groﬂstadt
22;m;24654;11;no;yes;Groﬂstadt
22;m;39034;11;no;yes;Kleinstadt
22;w;11817;11;no;no;Groﬂstadt
21;m;20708;11;no;no;Groﬂstadt
21;w;22954;11;no;yes;Groﬂstadt
21;m;25999;11;no;yes;Groﬂstadt
20;m;18023;11;no;yes;Groﬂstadt
22;m;17231;11;yes;yes;Groﬂstadt
22;m;26478;11;no;yes;Groﬂstadt
24;m;17816;11;yes;yes;Groﬂstadt
22;m;15368;11;no;yes;Kleinstadt
23;m;18524;11;no;yes;Dorf
22;m;17265;11;no;no;Kleinstadt
22;m;17165;11;no;yes;Groﬂstadt
22;m;26182;11;no;yes;Groﬂstadt
21;w;34806;11;no;yes;Groﬂstadt
23;w;8859;11;no;yes;Groﬂstadt
22;m;28869;11;no;yes;Groﬂstadt
23;m;20437;11;no;yes;Kleinstadt
21;m;24594;11;no;yes;Dorf
23;m;22190;11;no;yes;Groﬂstadt
21;m;13229;11;no;yes;Groﬂstadt
22;m;28344;11;no;yes;Groﬂstadt
21;w;17297;11;yes;yes;Groﬂstadt
23;m;4643;11;no;no;Kleinstadt
24;m;16104;11;no;no;Groﬂstadt
23;m;3777;11;no;yes;Groﬂstadt
21;m;15997;11;no;no;Groﬂstadt
19;m;19600;11;no;yes;Groﬂstadt
23;m;22772;11;no;yes;Groﬂstadt
21;m;29494;11;no;yes;Groﬂstadt
24;m;13671;11;no;yes;Kleinstadt
22;m;27707;11;no;no;Land
21;m;20410;11;no;no;Groﬂstadt
21;m;29107;11;no;yes;Groﬂstadt
21;m;17895;11;no;yes;Groﬂstadt
22;m;27334;11;no;yes;Groﬂstadt
20;m;27078;11;yes;yes;Groﬂstadt
21;m;11374;11;no;yes;Groﬂstadt
23;m;4467;11;yes;no;Groﬂstadt
21;w;22236;11;no;yes;Groﬂstadt
23;m;35812;11;no;yes;Groﬂstadt
20;m;15545;11;no;yes;Groﬂstadt
23;m;6046;11;no;yes;Groﬂstadt
22;m;30748;11;yes;yes;Land
21;m;5515;11;no;no;Land
25;m;36238;11;no;yes;Land
23;m;10302;11;no;yes;Groﬂstadt
21;m;17285;11;no;yes;Groﬂstadt
24;w;29604;11;no;yes;Groﬂstadt
23;m;5094;11;no;yes;Groﬂstadt
22;m;32253;11;yes;yes;Groﬂstadt
21;m;13266;11;no;yes;Vorstadt
24;m;19501;11;yes;no;Land
19;m;21031;11;no;yes;Groﬂstadt
21;w;17381;11;no;yes;Kleinstadt
22;m;6076;11;no;yes;Vorstadt
21;m;24602;11;no;yes;Groﬂstadt
22;m;8915;11;no;yes;Groﬂstadt
23;m;3832;11;no;yes;Groﬂstadt
22;m;17621;11;no;yes;Groﬂstadt
22;m;27932;11;no;yes;Land
25;m;7072;11;no;no;Kleinstadt
21;m;7985;11;no;yes;Kleinstadt
22;m;19706;11;no;yes;Groﬂstadt
25;w;17060;11;no;yes;Vorstadt
22;w;35891;11;no;yes;Dorf
23;m;13846;11;no;yes;Groﬂstadt
22;m;5702;11;no;yes;Groﬂstadt
22;m;25876;11;no;yes;Groﬂstadt
24;m;19276;11;no;yes;Groﬂstadt
23;m;21207;11;no;yes;Vorstadt
23;w;20470;11;no;yes;Groﬂstadt
23;m;27187;11;no;yes;Groﬂstadt
24;m;12573;11;no;yes;Dorf
21;m;39541;11;yes;yes;Groﬂstadt
21;m;2778;11;no;yes;Groﬂstadt
21;m;13595;11;no;yes;Groﬂstadt
21;m;17959;11;yes;yes;Groﬂstadt
23;m;19257;11;no;yes;Groﬂstadt
24;w;21159;11;no;yes;Groﬂstadt
22;m;27949;11;no;yes;Vorstadt
22;m;30970;11;no;yes;Groﬂstadt
22;w;5668;11;yes;yes;Groﬂstadt
23;m;6272;11;no;yes;Groﬂstadt
22;m;29485;11;no;yes;Groﬂstadt
22;m;6347;11;no;yes;Vorstadt
23;m;15351;11;no;yes;Groﬂstadt
22;m;8308;11;no;yes;Groﬂstadt
23;m;8286;11;no;yes;Land
23;m;24477;11;yes;yes;Groﬂstadt
22;m;6363;11;no;yes;Groﬂstadt
22;m;11400;11;no;no;Groﬂstadt
22;m;24231;11;no;yes;Groﬂstadt
20;m;18713;11;no;yes;Groﬂstadt
21;m;34963;11;no;yes;Groﬂstadt
24;m;18094;11;no;yes;Vorstadt
21;m;29775;11;no;yes;Groﬂstadt
22;m;3137;11;no;yes;Groﬂstadt
22;m;22494;11;no;yes;Groﬂstadt
22;m;25218;11;no;yes;Groﬂstadt
21;m;27979;11;no;yes;Groﬂstadt
22;m;9453;11;no;yes;Groﬂstadt
22;m;11467;11;no;yes;Groﬂstadt
22;m;25106;11;no;yes;Groﬂstadt
21;m;4298;11;no;yes;Groﬂstadt
22;m;13021;11;no;yes;Groﬂstadt
22;m;18972;11;no;no;Groﬂstadt
21;m;24150;11;no;yes;Vorstadt
24;m;16300;11;no;yes;Groﬂstadt
21;w;2798;11;no;yes;Groﬂstadt
24;m;4221;11;no;yes;Kleinstadt
23;m;19908;11;yes;yes;Groﬂstadt
22;m;26592;11;no;yes;Groﬂstadt
22;m;31010;11;no;yes;Land
21;m;28706;11;no;yes;Groﬂstadt
21;m;15737;11;yes;yes;Groﬂstadt
22;m;17203;11;no;yes;Groﬂstadt
